area,metric,source_a,value_a,source_b,value_b,absolute_difference,comparison_status,authoritative_decision
Ortakent-Yahşi,price_observation_n,current_hotels_enriched_aggregate,11.0,eda_destination_profile,11.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Torba,price_observation_n,current_hotels_enriched_aggregate,17.0,eda_destination_profile,17.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Turgutreis,price_observation_n,current_hotels_enriched_aggregate,6.0,eda_destination_profile,6.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Türkbükü,price_observation_n,current_hotels_enriched_aggregate,6.0,eda_destination_profile,6.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Yalıkavak,price_observation_n,current_hotels_enriched_aggregate,22.0,eda_destination_profile,22.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Akyarlar,price_observation_n,current_hotels_enriched_aggregate,12.0,destination_intelligence_v1,12.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Bitez,price_observation_n,current_hotels_enriched_aggregate,18.0,destination_intelligence_v1,18.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Bodrum Merkez,price_observation_n,current_hotels_enriched_aggregate,13.0,destination_intelligence_v1,13.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Göltürkbükü,price_observation_n,current_hotels_enriched_aggregate,10.0,destination_intelligence_v1,10.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gümbet,price_observation_n,current_hotels_enriched_aggregate,15.0,destination_intelligence_v1,15.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gümüşlük,price_observation_n,current_hotels_enriched_aggregate,13.0,destination_intelligence_v1,13.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gündoğan,price_observation_n,current_hotels_enriched_aggregate,14.0,destination_intelligence_v1,14.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Güvercinlik,price_observation_n,current_hotels_enriched_aggregate,8.0,destination_intelligence_v1,8.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Kadıkalesi,price_observation_n,current_hotels_enriched_aggregate,3.0,destination_intelligence_v1,3.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Ortakent-Yahşi,price_observation_n,current_hotels_enriched_aggregate,11.0,destination_intelligence_v1,11.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Torba,price_observation_n,current_hotels_enriched_aggregate,17.0,destination_intelligence_v1,17.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Turgutreis,price_observation_n,current_hotels_enriched_aggregate,6.0,destination_intelligence_v1,6.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Türkbükü,price_observation_n,current_hotels_enriched_aggregate,6.0,destination_intelligence_v1,6.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Yalıkavak,price_observation_n,current_hotels_enriched_aggregate,22.0,destination_intelligence_v1,22.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Akyarlar,median_price_snapshot,current_hotels_enriched_aggregate,192.5,eda_destination_profile,192.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Bitez,median_price_snapshot,current_hotels_enriched_aggregate,131.5,eda_destination_profile,131.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Bodrum Merkez,median_price_snapshot,current_hotels_enriched_aggregate,169.0,eda_destination_profile,169.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Göltürkbükü,median_price_snapshot,current_hotels_enriched_aggregate,165.0,eda_destination_profile,165.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Gümbet,median_price_snapshot,current_hotels_enriched_aggregate,128.0,eda_destination_profile,128.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Gümüşlük,median_price_snapshot,current_hotels_enriched_aggregate,106.0,eda_destination_profile,106.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Gündoğan,median_price_snapshot,current_hotels_enriched_aggregate,189.5,eda_destination_profile,189.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Güvercinlik,median_price_snapshot,current_hotels_enriched_aggregate,162.5,eda_destination_profile,162.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Kadıkalesi,median_price_snapshot,current_hotels_enriched_aggregate,446.0,eda_destination_profile,446.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Ortakent-Yahşi,median_price_snapshot,current_hotels_enriched_aggregate,130.0,eda_destination_profile,130.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Torba,median_price_snapshot,current_hotels_enriched_aggregate,248.0,eda_destination_profile,248.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Turgutreis,median_price_snapshot,current_hotels_enriched_aggregate,123.5,eda_destination_profile,123.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Türkbükü,median_price_snapshot,current_hotels_enriched_aggregate,532.0,eda_destination_profile,532.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Yalıkavak,median_price_snapshot,current_hotels_enriched_aggregate,329.5,eda_destination_profile,329.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Akyarlar,median_price_snapshot,current_hotels_enriched_aggregate,192.5,destination_intelligence_v1,192.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Bitez,median_price_snapshot,current_hotels_enriched_aggregate,131.5,destination_intelligence_v1,131.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Bodrum Merkez,median_price_snapshot,current_hotels_enriched_aggregate,169.0,destination_intelligence_v1,169.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Göltürkbükü,median_price_snapshot,current_hotels_enriched_aggregate,165.0,destination_intelligence_v1,165.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gümbet,median_price_snapshot,current_hotels_enriched_aggregate,128.0,destination_intelligence_v1,128.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gümüşlük,median_price_snapshot,current_hotels_enriched_aggregate,106.0,destination_intelligence_v1,106.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gündoğan,median_price_snapshot,current_hotels_enriched_aggregate,189.5,destination_intelligence_v1,189.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Güvercinlik,median_price_snapshot,current_hotels_enriched_aggregate,162.5,destination_intelligence_v1,162.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Kadıkalesi,median_price_snapshot,current_hotels_enriched_aggregate,446.0,destination_intelligence_v1,446.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Ortakent-Yahşi,median_price_snapshot,current_hotels_enriched_aggregate,130.0,destination_intelligence_v1,130.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Torba,median_price_snapshot,current_hotels_enriched_aggregate,248.0,destination_intelligence_v1,248.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Turgutreis,median_price_snapshot,current_hotels_enriched_aggregate,123.5,destination_intelligence_v1,123.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Türkbükü,median_price_snapshot,current_hotels_enriched_aggregate,532.0,destination_intelligence_v1,532.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Yalıkavak,median_price_snapshot,current_hotels_enriched_aggregate,329.5,destination_intelligence_v1,329.5,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Akyarlar,mean_price_snapshot,current_hotels_enriched_aggregate,284.4166666666667,eda_destination_profile,284.4166666666667,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Bitez,mean_price_snapshot,current_hotels_enriched_aggregate,208.61111111111111,eda_destination_profile,208.61111111111111,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Bodrum Merkez,mean_price_snapshot,current_hotels_enriched_aggregate,242.84615384615384,eda_destination_profile,242.84615384615384,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Göltürkbükü,mean_price_snapshot,current_hotels_enriched_aggregate,311.9,eda_destination_profile,311.9,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Gümbet,mean_price_snapshot,current_hotels_enriched_aggregate,171.73333333333332,eda_destination_profile,171.73333333333332,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Gümüşlük,mean_price_snapshot,current_hotels_enriched_aggregate,102.3076923076923,eda_destination_profile,102.3076923076923,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Gündoğan,mean_price_snapshot,current_hotels_enriched_aggregate,211.21428571428572,eda_destination_profile,211.21428571428572,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Güvercinlik,mean_price_snapshot,current_hotels_enriched_aggregate,195.625,eda_destination_profile,195.625,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Kadıkalesi,mean_price_snapshot,current_hotels_enriched_aggregate,583.6666666666666,eda_destination_profile,583.6666666666666,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Ortakent-Yahşi,mean_price_snapshot,current_hotels_enriched_aggregate,150.0909090909091,eda_destination_profile,150.0909090909091,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Torba,mean_price_snapshot,current_hotels_enriched_aggregate,532.6470588235294,eda_destination_profile,532.6470588235294,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Turgutreis,mean_price_snapshot,current_hotels_enriched_aggregate,182.83333333333334,eda_destination_profile,182.83333333333337,2.842170943040401e-14,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Türkbükü,mean_price_snapshot,current_hotels_enriched_aggregate,956.0,eda_destination_profile,956.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Yalıkavak,mean_price_snapshot,current_hotels_enriched_aggregate,355.04545454545456,eda_destination_profile,355.04545454545456,0.0,CONSISTENT,Use current hotels_enriched aggregate; previous EDA is a consistency reference.
Akyarlar,mean_price_snapshot,current_hotels_enriched_aggregate,284.4166666666667,destination_intelligence_v1,284.42,0.0033333333333303017,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Bitez,mean_price_snapshot,current_hotels_enriched_aggregate,208.61111111111111,destination_intelligence_v1,208.61,0.0011111111111006267,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Bodrum Merkez,mean_price_snapshot,current_hotels_enriched_aggregate,242.84615384615384,destination_intelligence_v1,242.85,0.0038461538461547207,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Göltürkbükü,mean_price_snapshot,current_hotels_enriched_aggregate,311.9,destination_intelligence_v1,311.9,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gümbet,mean_price_snapshot,current_hotels_enriched_aggregate,171.73333333333332,destination_intelligence_v1,171.73,0.0033333333333303017,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gümüşlük,mean_price_snapshot,current_hotels_enriched_aggregate,102.3076923076923,destination_intelligence_v1,102.31,0.0023076923076956746,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Gündoğan,mean_price_snapshot,current_hotels_enriched_aggregate,211.21428571428572,destination_intelligence_v1,211.21,0.004285714285714448,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Güvercinlik,mean_price_snapshot,current_hotels_enriched_aggregate,195.625,destination_intelligence_v1,195.62,0.0049999999999954525,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Kadıkalesi,mean_price_snapshot,current_hotels_enriched_aggregate,583.6666666666666,destination_intelligence_v1,583.67,0.0033333333333303017,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Ortakent-Yahşi,mean_price_snapshot,current_hotels_enriched_aggregate,150.0909090909091,destination_intelligence_v1,150.09,0.0009090909090900823,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Torba,mean_price_snapshot,current_hotels_enriched_aggregate,532.6470588235294,destination_intelligence_v1,532.65,0.0029411764705855603,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Turgutreis,mean_price_snapshot,current_hotels_enriched_aggregate,182.83333333333334,destination_intelligence_v1,182.83,0.0033333333333303017,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Türkbükü,mean_price_snapshot,current_hotels_enriched_aggregate,956.0,destination_intelligence_v1,956.0,0.0,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Yalıkavak,mean_price_snapshot,current_hotels_enriched_aggregate,355.04545454545456,destination_intelligence_v1,355.05,0.004545454545450411,CONSISTENT,Use current hotels_enriched aggregate; V1 hotel metrics are a consistency reference.
Akyarlar,official_matched_hotel_count,current_high_confidence_match_aggregate,4.0,hotel_attributes_destination_capacity,4.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bitez,official_matched_hotel_count,current_high_confidence_match_aggregate,6.0,hotel_attributes_destination_capacity,6.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bodrum Merkez,official_matched_hotel_count,current_high_confidence_match_aggregate,4.0,hotel_attributes_destination_capacity,4.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Göltürkbükü,official_matched_hotel_count,current_high_confidence_match_aggregate,3.0,hotel_attributes_destination_capacity,3.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümbet,official_matched_hotel_count,current_high_confidence_match_aggregate,7.0,hotel_attributes_destination_capacity,7.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümüşlük,official_matched_hotel_count,current_high_confidence_match_aggregate,0.0,hotel_attributes_destination_capacity,,,REPORT_OMITS_ZERO_COVERAGE_AREA,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gündoğan,official_matched_hotel_count,current_high_confidence_match_aggregate,6.0,hotel_attributes_destination_capacity,6.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Güvercinlik,official_matched_hotel_count,current_high_confidence_match_aggregate,0.0,hotel_attributes_destination_capacity,,,REPORT_OMITS_ZERO_COVERAGE_AREA,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Kadıkalesi,official_matched_hotel_count,current_high_confidence_match_aggregate,2.0,hotel_attributes_destination_capacity,2.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Ortakent-Yahşi,official_matched_hotel_count,current_high_confidence_match_aggregate,3.0,hotel_attributes_destination_capacity,3.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Torba,official_matched_hotel_count,current_high_confidence_match_aggregate,9.0,hotel_attributes_destination_capacity,9.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Turgutreis,official_matched_hotel_count,current_high_confidence_match_aggregate,4.0,hotel_attributes_destination_capacity,4.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Türkbükü,official_matched_hotel_count,current_high_confidence_match_aggregate,1.0,hotel_attributes_destination_capacity,1.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Yalıkavak,official_matched_hotel_count,current_high_confidence_match_aggregate,3.0,hotel_attributes_destination_capacity,3.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Akyarlar,verified_star_n,current_high_confidence_match_aggregate,4.0,hotel_attributes_destination_capacity,4.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bitez,verified_star_n,current_high_confidence_match_aggregate,6.0,hotel_attributes_destination_capacity,6.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bodrum Merkez,verified_star_n,current_high_confidence_match_aggregate,4.0,hotel_attributes_destination_capacity,4.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Göltürkbükü,verified_star_n,current_high_confidence_match_aggregate,3.0,hotel_attributes_destination_capacity,3.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümbet,verified_star_n,current_high_confidence_match_aggregate,7.0,hotel_attributes_destination_capacity,7.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümüşlük,verified_star_n,current_high_confidence_match_aggregate,0.0,hotel_attributes_destination_capacity,,,REPORT_OMITS_ZERO_COVERAGE_AREA,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gündoğan,verified_star_n,current_high_confidence_match_aggregate,6.0,hotel_attributes_destination_capacity,6.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Güvercinlik,verified_star_n,current_high_confidence_match_aggregate,0.0,hotel_attributes_destination_capacity,,,REPORT_OMITS_ZERO_COVERAGE_AREA,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Kadıkalesi,verified_star_n,current_high_confidence_match_aggregate,2.0,hotel_attributes_destination_capacity,2.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Ortakent-Yahşi,verified_star_n,current_high_confidence_match_aggregate,3.0,hotel_attributes_destination_capacity,3.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Torba,verified_star_n,current_high_confidence_match_aggregate,9.0,hotel_attributes_destination_capacity,9.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Turgutreis,verified_star_n,current_high_confidence_match_aggregate,4.0,hotel_attributes_destination_capacity,4.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Türkbükü,verified_star_n,current_high_confidence_match_aggregate,1.0,hotel_attributes_destination_capacity,1.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Yalıkavak,verified_star_n,current_high_confidence_match_aggregate,2.0,hotel_attributes_destination_capacity,2.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Akyarlar,total_official_rooms,current_high_confidence_match_aggregate,349.0,hotel_attributes_destination_capacity,349.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bitez,total_official_rooms,current_high_confidence_match_aggregate,626.0,hotel_attributes_destination_capacity,626.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bodrum Merkez,total_official_rooms,current_high_confidence_match_aggregate,392.0,hotel_attributes_destination_capacity,392.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Göltürkbükü,total_official_rooms,current_high_confidence_match_aggregate,176.0,hotel_attributes_destination_capacity,176.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümbet,total_official_rooms,current_high_confidence_match_aggregate,1296.0,hotel_attributes_destination_capacity,1296.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümüşlük,total_official_rooms,current_high_confidence_match_aggregate,,hotel_attributes_destination_capacity,,,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gündoğan,total_official_rooms,current_high_confidence_match_aggregate,348.0,hotel_attributes_destination_capacity,348.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Güvercinlik,total_official_rooms,current_high_confidence_match_aggregate,,hotel_attributes_destination_capacity,,,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Kadıkalesi,total_official_rooms,current_high_confidence_match_aggregate,313.0,hotel_attributes_destination_capacity,313.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Ortakent-Yahşi,total_official_rooms,current_high_confidence_match_aggregate,316.0,hotel_attributes_destination_capacity,316.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Torba,total_official_rooms,current_high_confidence_match_aggregate,1303.0,hotel_attributes_destination_capacity,1303.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Turgutreis,total_official_rooms,current_high_confidence_match_aggregate,859.0,hotel_attributes_destination_capacity,859.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Türkbükü,total_official_rooms,current_high_confidence_match_aggregate,22.0,hotel_attributes_destination_capacity,22.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Yalıkavak,total_official_rooms,current_high_confidence_match_aggregate,248.0,hotel_attributes_destination_capacity,248.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Akyarlar,total_official_beds,current_high_confidence_match_aggregate,698.0,hotel_attributes_destination_capacity,698.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bitez,total_official_beds,current_high_confidence_match_aggregate,1309.0,hotel_attributes_destination_capacity,1309.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Bodrum Merkez,total_official_beds,current_high_confidence_match_aggregate,784.0,hotel_attributes_destination_capacity,784.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Göltürkbükü,total_official_beds,current_high_confidence_match_aggregate,436.0,hotel_attributes_destination_capacity,436.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümbet,total_official_beds,current_high_confidence_match_aggregate,2732.0,hotel_attributes_destination_capacity,2732.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gümüşlük,total_official_beds,current_high_confidence_match_aggregate,,hotel_attributes_destination_capacity,,,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Gündoğan,total_official_beds,current_high_confidence_match_aggregate,712.0,hotel_attributes_destination_capacity,712.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Güvercinlik,total_official_beds,current_high_confidence_match_aggregate,,hotel_attributes_destination_capacity,,,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Kadıkalesi,total_official_beds,current_high_confidence_match_aggregate,870.0,hotel_attributes_destination_capacity,870.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Ortakent-Yahşi,total_official_beds,current_high_confidence_match_aggregate,631.0,hotel_attributes_destination_capacity,631.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Torba,total_official_beds,current_high_confidence_match_aggregate,3040.0,hotel_attributes_destination_capacity,3040.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Turgutreis,total_official_beds,current_high_confidence_match_aggregate,2034.0,hotel_attributes_destination_capacity,2034.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Türkbükü,total_official_beds,current_high_confidence_match_aggregate,76.0,hotel_attributes_destination_capacity,76.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Yalıkavak,total_official_beds,current_high_confidence_match_aggregate,576.0,hotel_attributes_destination_capacity,576.0,0.0,CONSISTENT,"Use current high-confidence match aggregate; missing report rows mean zero matched coverage, not zero true capacity."
Akyarlar,official_matched_hotel_count,current_high_confidence_match_aggregate,4.0,destination_intelligence_v1_official_universe,7.0,3.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bitez,official_matched_hotel_count,current_high_confidence_match_aggregate,6.0,destination_intelligence_v1_official_universe,14.0,8.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Bodrum Merkez,official_matched_hotel_count,current_high_confidence_match_aggregate,4.0,destination_intelligence_v1_official_universe,29.0,25.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Göltürkbükü,official_matched_hotel_count,current_high_confidence_match_aggregate,3.0,destination_intelligence_v1_official_universe,3.0,0.0,CONSISTENT,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümbet,official_matched_hotel_count,current_high_confidence_match_aggregate,7.0,destination_intelligence_v1_official_universe,24.0,17.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gümüşlük,official_matched_hotel_count,current_high_confidence_match_aggregate,0.0,destination_intelligence_v1_official_universe,1.0,1.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
Gündoğan,official_matched_hotel_count,current_high_confidence_match_aggregate,6.0,destination_intelligence_v1_official_universe,11.0,5.0,DIFFERENT_SOURCE_SCOPE_EXPECTED,Different source scopes: retain high-confidence project-hotel matches for this notebook; use V1 only for marina/market context.
